user_id,monthly_income,monthly_outcome,class,active_loans_interval_0,sum_loans_interval_0,delinquencies_interval_0,delinq_sum_interval_0,active_loans_interval_1,sum_loans_interval_1,delinquencies_interval_1,delinq_sum_interval_1,active_loans_interval_2,sum_loans_interval_2,delinquencies_interval_2,delinq_sum_interval_2,active_loans_interval_3,sum_loans_interval_3,delinquencies_interval_3,delinq_sum_interval_3,active_loans_interval_4,sum_loans_interval_4,delinquencies_interval_4,delinq_sum_interval_4,active_loans_interval_5,sum_loans_interval_5,delinquencies_interval_5,delinq_sum_interval_5,active_loans_interval_6,sum_loans_interval_6,delinquencies_interval_6,delinq_sum_interval_6,active_loans_interval_7,sum_loans_interval_7,delinquencies_interval_7,delinq_sum_interval_7,tenure,longest_duration,preferred_institution,preferred_account_type,preferred_credit_type,preferred_payment_freq
217,1217,65711,0,7,78127.0,0,0.0,7,78127.0,0,0.0,7,78127.0,0,0.0,7,78127.0,6,1192249.25,10,78127.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,2341,12.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
218,6843,6647,1,7,227860.0,0,0.0,7,227860.0,0,0.0,7,227860.0,0,0.0,12,227860.0,0,0.0,12,227860.0,0,0.0,12,227860.0,0,0.0,11,215044.0,0,0.0,14,215044.0,0,0.0,2991,360.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
219,2026,41135,0,21,672201.0,0,0.0,22,672201.0,1,1185084.0625,21,669703.0,0,0.0,24,669703.0,1,427464.25,29,622701.0,1,1447.0,18,78634.0,0,0.0,20,76392.0,0,0.0,46,76392.0,12,28528312.25,5196,120.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Semanal
220,2812,25366,0,12,151704.0,2,742260.0,12,151704.0,0,0.0,12,151704.0,0,0.0,12,151704.0,0,0.0,13,151704.0,1,233550.0,12,150108.0,0,0.0,9,105953.0,1,4500.0,12,89753.0,2,36750.0,4146,108.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Quincenal
221,7876,13371,1,2,170752.0,0,0.0,2,170752.0,0,0.0,2,170752.0,0,0.0,2,170752.0,0,0.0,2,170752.0,0,0.0,2,170752.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,439,18.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Quincenal
222,1994,2771,1,4,23035.0,0,0.0,4,23035.0,0,0.0,4,23035.0,0,0.0,4,23035.0,0,0.0,4,23035.0,0,0.0,4,23035.0,0,0.0,2,5710.0,0,0.0,3,0.0,1,51348.0625,10360,80.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Mensual
223,228565,187296,0,33,197515.0,0,0.0,33,197515.0,0,0.0,33,197515.0,0,0.0,33,197515.0,0,0.0,33,197515.0,0,0.0,33,197515.0,5,1393428.75,33,197515.0,1,118440.0,28,193700.0,8,6014297.8125,3923,60.0,GOBIERNO,Sin Límite Preestablecido,Línea de Crédito,Mensual
224,3840,8239,1,9,377036.0,0,0.0,9,377036.0,0,0.0,9,377036.0,0,0.0,9,377036.0,0,0.0,15,377036.0,2,2538.0,9,341068.0,1,356118.75,11,341068.0,0,0.0,11,287197.0,0,0.0,3235,360.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
225,20,49,1,6,14211.0,0,0.0,6,14211.0,0,0.0,6,14211.0,0,0.0,6,14211.0,1,41821.125,5,9880.0,0,0.0,4,2080.0,0,0.0,3,1461.0,0,0.0,6,1461.0,0,0.0,6764,1000.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Semanal
226,494146,31140,0,2,68365.0,0,0.0,2,68365.0,0,0.0,2,68365.0,0,0.0,2,68365.0,0,0.0,2,68365.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,233,0.0,CIA Q  OTORGA,Sin Límite Preestablecido,Línea de Crédito,Mensual
227,1583513,2546577,1,3,210534.0,0,0.0,3,210534.0,0,0.0,3,210534.0,0,0.0,3,210534.0,0,0.0,3,210534.0,0,0.0,3,210534.0,0,0.0,3,210534.0,0,0.0,6,210534.0,0,0.0,5114,180.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
228,2088,406,0,7,111086.0,0,0.0,7,111086.0,0,0.0,7,111086.0,0,0.0,8,119386.0,0,0.0,8,112140.0,0,0.0,1,21576.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3482,900.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
229,8071,4890,0,5,177790.0,0,0.0,5,177790.0,0,0.0,5,177790.0,0,0.0,5,177790.0,0,0.0,5,177790.0,1,191512.75,5,177790.0,0,0.0,4,177790.0,1,914768.0,7,276859.0,0,0.0,2348,90.0,BANCO,Pagos Fijos,Línea de Crédito,Mensual
230,3607,46975,1,10,198050.0,0,0.0,10,198050.0,0,0.0,9,122754.0,0,0.0,10,122754.0,0,0.0,8,88164.0,0,0.0,8,48462.0,0,0.0,5,46176.0,0,0.0,2,14268.0,0,0.0,1403,48.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
231,27063,67808,1,16,876870.0,0,0.0,16,876870.0,0,0.0,16,876870.0,0,0.0,16,876870.0,0,0.0,16,876870.0,0,0.0,16,876870.0,0,0.0,17,876870.0,0,0.0,17,211092.0,0,0.0,6042,312.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
232,1041,1009,1,4,112911.0,0,0.0,4,112911.0,0,0.0,4,112911.0,0,0.0,4,112911.0,0,0.0,5,112911.0,0,0.0,3,50091.0,1,141686.5625,4,0.0,0,0.0,3,0.0,0,0.0,1289,100.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
233,323331,350725,1,9,676795.0,0,0.0,9,676795.0,0,0.0,9,676795.0,0,0.0,9,676795.0,0,0.0,9,676795.0,0,0.0,9,676795.0,0,0.0,10,676795.0,0,0.0,18,676795.0,0,0.0,4907,360.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
234,25838,4221,0,8,120476.0,0,0.0,8,120476.0,0,0.0,8,120476.0,0,0.0,9,120476.0,3,418099.8125,8,79332.0,0,0.0,6,25379.0,1,715680.0,8,25379.0,0,0.0,6,1231.0,1,18750.0,4564,51.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
235,3754,2092,0,3,9545.0,0,0.0,3,9545.0,0,0.0,3,9545.0,0,0.0,3,9545.0,0,0.0,3,9545.0,0,0.0,3,9545.0,0,0.0,3,9545.0,0,0.0,5,55699.0,0,0.0,2780,120.0,COMUNICACIONES,Revolvente,Línea de Crédito,Mensual
236,309009,53584,1,4,467201.0,0,0.0,4,467201.0,0,0.0,4,467201.0,0,0.0,4,467201.0,0,0.0,4,467201.0,0,0.0,1,2203.0,0,0.0,1,2203.0,0,0.0,1,0.0,0,0.0,1870,36.0,TIENDAS,Revolvente,Línea de Crédito,Mensual
237,10093,7594,0,11,803903.0,0,0.0,11,803903.0,0,0.0,11,803903.0,1,2520.0,12,803903.0,0,0.0,11,802142.0,0,0.0,10,802142.0,0,0.0,8,142796.0,2,20615318.75,10,142796.0,0,0.0,1949,360.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
238,2541,6491,1,2,162760.0,0,0.0,2,162760.0,0,0.0,2,162760.0,0,0.0,2,162760.0,0,0.0,2,162760.0,0,0.0,2,162760.0,0,0.0,2,162760.0,0,0.0,2,162760.0,0,0.0,2963,72.0,FINANCIERA,Pagos Fijos,Línea de Crédito,Mensual
239,35367,5709,0,2,202242.0,0,0.0,2,202242.0,0,0.0,2,202242.0,0,0.0,2,202242.0,0,0.0,2,202242.0,0,0.0,1,198401.0,0,0.0,1,198401.0,0,0.0,2,198401.0,0,0.0,7129,361.0,COBRANZA,Hipoteca,Bienes Raíces,Mensual
240,4028,8584,1,4,118286.0,0,0.0,4,118286.0,0,0.0,4,118286.0,0,0.0,5,118286.0,0,0.0,5,56250.0,0,0.0,3,56250.0,0,0.0,3,56250.0,0,0.0,3,0.0,0,0.0,3070,1.0,COMUNICACIONES,Sin Límite Preestablecido,Tarjeta de Crédito,Mensual
241,109,3576,1,4,187130.0,0,0.0,4,187130.0,0,0.0,4,187130.0,0,0.0,4,187130.0,0,0.0,5,187130.0,0,0.0,6,187130.0,1,13959855.0,3,65974.0,0,0.0,3,65974.0,0,0.0,3228,12.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
242,5897,21527,0,8,775642.0,0,0.0,8,775642.0,0,0.0,9,775642.0,0,0.0,10,775642.0,0,0.0,10,775642.0,0,0.0,8,757207.0,0,0.0,7,719587.0,0,0.0,12,719587.0,0,0.0,8555,60.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
243,2028,3382,0,6,345361.0,0,0.0,6,345361.0,0,0.0,6,345361.0,0,0.0,6,345361.0,0,0.0,7,345361.0,2,10596480.8125,6,341214.0,1,4832531.4375,7,341214.0,0,0.0,20,341214.0,1,3036505.875,4768,360.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
244,1203,62341,1,12,1433341.0,0,0.0,12,1433341.0,0,0.0,12,1433341.0,0,0.0,12,1433341.0,0,0.0,12,1433341.0,0,0.0,13,1433341.0,0,0.0,10,1081412.0,0,0.0,15,986482.0,0,0.0,4383,360.0,TIENDAS,Pagos Fijos,Aparatos - Muebles,Mensual
245,9932,737,0,3,1722.0,0,0.0,3,1722.0,0,0.0,3,1722.0,0,0.0,3,1722.0,0,0.0,3,1722.0,0,0.0,4,1722.0,2,681373.875,4,1722.0,0,0.0,4,1722.0,0,0.0,1271,24.0,TIENDAS,Sin Límite Preestablecido,Línea de Crédito,Mensual
246,80043,389727,1,11,164212.0,0,0.0,10,164212.0,0,0.0,10,164212.0,0,0.0,10,164212.0,0,0.0,10,164212.0,0,0.0,9,164212.0,0,0.0,9,164212.0,0,0.0,12,3395.0,1,648531.8125,5157,78.0,TIENDAS,Revolvente,Línea de Crédito,Mensual
247,31990,22692,0,12,44560.0,0,0.0,12,44560.0,0,0.0,12,44560.0,0,0.0,12,44560.0,0,0.0,14,58168.0,3,1136468821.5,12,55440.0,1,217536.8125,10,51628.0,0,0.0,16,47309.0,3,3161590.3125,6368,20.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
248,4020,3834,0,5,19456.0,0,0.0,5,19456.0,1,2709636345.0,5,19456.0,0,0.0,5,19456.0,1,444996.25,5,19456.0,0,0.0,4,17401.0,1,694035.875,4,17401.0,0,0.0,9,17401.0,1,1849443.375,2304,18.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Mensual
249,4916,8270,0,10,21214.0,0,0.0,10,21214.0,0,0.0,10,21214.0,0,0.0,10,21214.0,0,0.0,10,21214.0,0,0.0,10,21214.0,2,375507.4375,10,21214.0,0,0.0,11,16791.0,1,379080.0,2789,12.0,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,Mensual
250,71605,54234,1,5,86542.0,0,0.0,5,86542.0,0,0.0,5,86542.0,0,0.0,5,86542.0,0,0.0,5,86542.0,0,0.0,5,86542.0,0,0.0,6,86542.0,0,0.0,9,86542.0,0,0.0,4329,48.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
251,293,495,0,7,31815.0,0,0.0,7,31815.0,0,0.0,7,31815.0,0,0.0,7,31815.0,0,0.0,7,31815.0,2,254489.1875,8,31815.0,0,0.0,4,23968.0,1,9277464.0,3,23228.0,0,0.0,2567,1.0,FINANCIERA,Sin Límite Preestablecido,Préstamo Personal ,Mensual
252,14486,12017,0,4,93730.0,0,0.0,4,93730.0,0,0.0,4,93730.0,0,0.0,4,93730.0,0,0.0,5,93730.0,1,21289418.0625,5,93730.0,0,0.0,6,93730.0,0,0.0,11,93730.0,0,0.0,3288,30.0,BANCO,Sin Límite Preestablecido,Tarjeta de Crédito,Mensual
253,11798,87429,0,3,54452.0,0,0.0,3,54452.0,0,0.0,3,54452.0,0,0.0,3,54452.0,0,0.0,3,54452.0,1,6552.0,2,32209.0,0,0.0,2,32209.0,0,0.0,2,231.0,1,254457.5,1279,100.0,BANCO,Sin Límite Preestablecido,Préstamo Personal ,Mensual
254,8250,3172,0,3,6141.0,0,0.0,3,6141.0,0,0.0,3,6141.0,0,0.0,3,6141.0,0,0.0,3,6141.0,0,0.0,3,6141.0,1,2274720.0,3,6141.0,1,98526.1875,1,5416.0,0,0.0,2283,18.0,FINANCIERA,Pagos Fijos,Línea de Crédito,Mensual
255,35372,67513,1,4,125952.0,0,0.0,4,125952.0,0,0.0,4,125952.0,0,0.0,6,125952.0,0,0.0,6,82164.0,0,0.0,4,12942.0,0,0.0,4,12942.0,0,0.0,8,12942.0,1,33176.875,3799,36.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
256,5386,11244,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2564,60.0,BANCO,Pagos Fijos,Préstamo Personal ,Catorcenal
257,1668,2037,0,15,94374.0,0,0.0,15,94374.0,0,0.0,15,94374.0,0,0.0,15,94374.0,0,0.0,24,94374.0,4,4107906.0625,11,69843.0,1,346416.0,10,65224.0,0,0.0,21,65224.0,5,789120.375,3456,120.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
258,363095,386924,1,8,2148102.0,0,0.0,8,2148102.0,0,0.0,8,2148102.0,0,0.0,8,2148102.0,0,0.0,8,2148102.0,0,0.0,10,2148102.0,0,0.0,11,2148102.0,0,0.0,22,1803135.0,0,0.0,5054,240.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
259,221,4514,0,5,30542.0,0,0.0,5,30542.0,0,0.0,5,30542.0,0,0.0,5,30542.0,0,0.0,5,30542.0,0,0.0,7,30542.0,1,15584.0,6,30542.0,0,0.0,12,30542.0,5,2370442.5625,2593,95.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
260,433,297,1,3,505561.0,0,0.0,3,505561.0,0,0.0,3,505561.0,0,0.0,3,505561.0,0,0.0,3,505561.0,0,0.0,3,505561.0,0,0.0,3,505561.0,0,0.0,3,505561.0,0,0.0,9312,360.0,TIENDAS,Pagos Fijos,Aparatos - Muebles,Mensual
261,2906,635,0,10,109471.0,0,0.0,10,109471.0,0,0.0,10,109471.0,0,0.0,10,109471.0,2,7401994.5,10,109471.0,1,126224.3125,10,109471.0,0,0.0,10,109471.0,1,1998221.875,12,108997.0,3,6312828.8125,6203,360.0,TIENDAS,Pagos Fijos,Línea de Crédito,Mensual
262,815,39141,0,7,106433.0,0,0.0,7,106433.0,0,0.0,7,106433.0,0,0.0,7,106433.0,0,0.0,7,106433.0,0,0.0,7,106433.0,0,0.0,7,106433.0,0,0.0,9,106433.0,1,5234945.625,3266,48.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
263,144061,224582,1,27,786176.0,1,120289.0,27,786176.0,0,0.0,27,786176.0,0,0.0,31,786176.0,0,0.0,33,665825.0,0,0.0,28,510930.0,1,426.125,27,478779.0,0,0.0,46,196770.0,3,92326.75,24898,128.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
264,238861,330307,1,6,605412.0,0,0.0,6,605412.0,0,0.0,6,605412.0,0,0.0,6,605412.0,0,0.0,9,605412.0,0,0.0,8,296878.0,0,0.0,8,51060.0,0,0.0,14,51060.0,0,0.0,2501,72.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
265,8528,3216,0,6,88428.0,0,0.0,6,88428.0,0,0.0,6,88428.0,0,0.0,6,88428.0,1,8876473515.0,8,88428.0,0,0.0,8,88428.0,0,0.0,8,88428.0,0,0.0,13,88428.0,0,0.0,3132,18.0,BANCO,Revolvente,Línea de Crédito,Mensual
266,1563227,1120598,1,3,27238.0,0,0.0,3,27238.0,0,0.0,3,27238.0,0,0.0,3,27238.0,0,0.0,4,27238.0,0,0.0,4,27238.0,0,0.0,4,27238.0,0,0.0,4,0.0,0,0.0,2757,36.0,BANCO,Sin Límite Preestablecido,Línea de Crédito,Mensual
267,115,7005,0,4,18153.0,0,0.0,4,18153.0,0,0.0,4,18153.0,0,0.0,4,18153.0,0,0.0,4,18153.0,0,0.0,4,18153.0,0,0.0,4,18153.0,0,0.0,3,9573.0,0,0.0,1311,1.0,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,Mensual
268,25349,47337,1,10,164746.0,0,0.0,10,164746.0,0,0.0,10,164746.0,0,0.0,10,164746.0,0,0.0,12,164746.0,0,0.0,12,164746.0,0,0.0,11,164746.0,0,0.0,13,164746.0,1,21306.25,2536,48.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
269,105763,379769,1,7,128721.0,0,0.0,7,128721.0,0,0.0,7,128721.0,0,0.0,8,128721.0,0,0.0,12,128721.0,0,0.0,9,73284.0,0,0.0,7,73284.0,0,0.0,7,73284.0,0,0.0,4017,119.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
270,19855,53304,0,10,1580678.0,0,0.0,10,1580678.0,0,0.0,10,1580678.0,0,0.0,15,1580678.0,4,185304539745.0,18,1580678.0,0,0.0,18,1580678.0,1,3833024.8125,18,1580678.0,0,0.0,20,1526741.0,1,227520.3125,4508,1000.0,BANCO,Pagos Fijos,Aparatos - Muebles,Mensual
271,2991,6500,0,6,43837.0,0,0.0,6,43837.0,0,0.0,6,43837.0,0,0.0,6,43837.0,0,0.0,6,43837.0,2,2396604676.5,7,43837.0,0,0.0,6,43837.0,1,22097.625,8,42871.0,1,41496.0,5240,78.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Semanal
272,126,2239,1,2,115411.0,0,0.0,3,115411.0,0,0.0,3,115411.0,0,0.0,4,115411.0,0,0.0,5,115411.0,0,0.0,5,115411.0,0,0.0,5,115411.0,0,0.0,9,115411.0,0,0.0,4483,301.0,BANCO,Pagos Fijos,Tarjeta de Crédito,Mensual
273,3796,6633,1,2,13662.0,0,0.0,2,13662.0,0,0.0,2,13662.0,0,0.0,2,13662.0,0,0.0,2,13662.0,0,0.0,2,13662.0,0,0.0,2,13662.0,0,0.0,6,13662.0,0,0.0,2202,18.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
274,2435,5562,1,4,377704.0,0,0.0,4,377704.0,0,0.0,4,377704.0,0,0.0,4,377704.0,0,0.0,4,377704.0,0,0.0,4,377704.0,0,0.0,4,377704.0,0,0.0,4,377704.0,0,0.0,3413,360.0,BANCO,Revolvente,Bienes Raíces,Mensual
275,349,325,1,1,1616.0,0,0.0,1,1616.0,0,0.0,1,1616.0,0,0.0,1,1616.0,0,0.0,1,1616.0,0,0.0,2,1616.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,466,0.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
276,11526,14185,0,2,0.0,0,0.0,2,0.0,0,0.0,2,0.0,0,0.0,2,0.0,0,0.0,2,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1232,0.0,TIENDAS,Revolvente,Tarjeta de Crédito,Mensual
277,19009,101,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4083099.3125,0,0.0,0,0.0,5,0.0,2,5355.0,5413,60.0,BANCO,Pagos Fijos,Préstamo Personal ,Semanal
278,946,8563,1,2,4639.0,0,0.0,2,4639.0,0,0.0,2,4639.0,0,0.0,2,4639.0,0,0.0,6,4639.0,0,0.0,2,2139.0,0,0.0,2,2139.0,0,0.0,2,2139.0,1,846375.5625,2331,6.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Una sola exhibición
279,7226,11346,0,10,39234.0,0,0.0,10,39234.0,0,0.0,10,39234.0,0,0.0,10,39234.0,0,0.0,11,39234.0,0,0.0,12,28083.0,0,0.0,13,24431.0,0,0.0,22,20954.0,1,216836.75,2898,16.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Semanal
280,156268,1815671,1,15,295160.0,0,0.0,15,295160.0,0,0.0,15,295160.0,1,582056.3125,16,295160.0,0,0.0,16,295160.0,0,0.0,19,295160.0,1,3554460.8125,19,295160.0,0,0.0,18,59674.0,1,176781.0,9776,288.0,TIENDAS,Revolvente,Tarjeta de Crédito,Mensual
281,1805322,2755130,1,3,42840.0,0,0.0,3,42840.0,0,0.0,3,42840.0,0,0.0,4,42840.0,0,0.0,7,41434.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1526,36.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
282,161,6876,1,2,685.0,0,0.0,2,685.0,0,0.0,2,685.0,0,0.0,2,685.0,0,0.0,2,685.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,199,0.0,TIENDAS,Revolvente,Tarjeta de Crédito,Mensual
283,1573,4527,1,8,292593.0,0,0.0,8,292593.0,0,0.0,6,57983.0,0,0.0,4,28872.0,0,0.0,1,2077.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,2,0.0,2,2487303.0,6935,1000.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
284,25,5141,0,2,26666.0,0,0.0,2,26666.0,0,0.0,2,26666.0,0,0.0,2,26666.0,0,0.0,2,26666.0,0,0.0,2,26666.0,0,0.0,3,26666.0,0,0.0,9,26666.0,1,2792366.6875,3572,12.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
285,16702,20272,0,3,19880.0,0,0.0,3,19880.0,0,0.0,3,19880.0,0,0.0,3,19880.0,0,0.0,4,19880.0,0,0.0,4,19880.0,0,0.0,2,7537.0,0,0.0,6,7537.0,0,0.0,3955,90.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
286,5150,45263,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,2255,1.0,TIENDAS,Pagos Fijos,Aparatos - Muebles,Mensual
287,32137,178936,1,11,172627.0,0,0.0,11,172627.0,0,0.0,11,172627.0,0,0.0,13,172627.0,0,0.0,11,60520.0,2,705936.0,11,60520.0,0,0.0,11,60520.0,1,18065508.5,24,60520.0,12,342790.0,5907,100.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Semanal
288,4853,3923,0,5,183874.0,0,0.0,5,183874.0,0,0.0,5,183874.0,0,0.0,5,183874.0,0,0.0,5,183874.0,0,0.0,5,183874.0,1,1546453890.0,5,183874.0,0,0.0,5,183874.0,0,0.0,4525,0.0,COBRANZA,Revolvente,Tarjeta de Crédito,Mensual
289,93628,106227,1,14,614190.0,0,0.0,14,614190.0,0,0.0,14,614190.0,0,0.0,16,614190.0,0,0.0,16,497299.0,0,0.0,16,447814.0,0,0.0,11,349997.0,0,0.0,17,349343.0,0,0.0,4452,360.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
290,62150,95050,1,7,266737.0,0,0.0,7,266737.0,0,0.0,7,266737.0,0,0.0,7,266737.0,0,0.0,10,266737.0,0,0.0,8,249110.0,0,0.0,7,8630.0,0,0.0,13,8630.0,1,47292.0,3277,78.0,BANCO,Pagos Fijos,Tarjeta de Crédito,Mensual
291,16774,66419,0,1,13577.0,0,0.0,1,13577.0,0,0.0,1,13577.0,0,0.0,1,13577.0,0,0.0,1,13577.0,0,0.0,2,0.0,0,0.0,2,0.0,0,0.0,3,0.0,0,0.0,2021,120.0,BANCO,Pagos Fijos,Préstamo de Nomina,Mensual
292,3334,17119,0,11,431771.0,0,0.0,11,431771.0,0,0.0,11,431771.0,0,0.0,11,431771.0,0,0.0,13,431771.0,4,49076565.0625,12,417646.0,2,28800.0,10,417646.0,1,12600.0,9,416636.0,1,18750.0,6841,360.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
293,5317,3394,1,7,139206.0,0,0.0,7,139206.0,0,0.0,7,139206.0,0,0.0,7,139206.0,0,0.0,7,139206.0,0,0.0,6,9262.0,0,0.0,10,2925.0,0,0.0,12,2925.0,1,623207.8125,5212,900.0,TIENDAS,Pagos Fijos,Préstamo Personal ,Mensual
294,6138,8102,0,6,26357.0,0,0.0,6,26357.0,0,0.0,6,26357.0,0,0.0,6,26357.0,0,0.0,6,26357.0,1,3808887.875,5,26357.0,1,4382239.0625,5,26357.0,0,0.0,6,26357.0,0,0.0,3151,12.0,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,Mensual
295,1622501,2591115,1,13,3491808.0,0,0.0,13,3491808.0,0,0.0,13,3491808.0,0,0.0,16,3491808.0,1,460580.25,16,3491808.0,1,4322.125,18,3491808.0,0,0.0,16,3491808.0,0,0.0,21,3491808.0,0,0.0,5791,1000.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
296,49331,35159,1,8,414188.0,0,0.0,8,414188.0,0,0.0,8,414188.0,0,0.0,8,414188.0,0,0.0,10,414188.0,3,274622.6875,10,414188.0,0,0.0,5,278019.0,0,0.0,9,211179.0,0,0.0,4048,72.0,BANCO,Pagos Fijos,Préstamo Personal ,Mensual
297,3681,8350,0,5,18269.0,0,0.0,5,18269.0,0,0.0,5,18269.0,0,0.0,5,18269.0,0,0.0,6,18269.0,0,0.0,12,13769.0,3,2175228.6875,8,5297.0,1,39000.0,17,5297.0,2,6748.0,5206,16.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Mensual
298,782,102127,1,10,1431200.0,0,0.0,10,1431200.0,0,0.0,10,1431200.0,0,0.0,10,1431200.0,1,53970.0,10,1431200.0,0,0.0,9,1352670.0,0,0.0,8,988445.0,0,0.0,11,988445.0,0,0.0,4695,72.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
299,715,4636,1,4,45439.0,0,0.0,4,45439.0,0,0.0,4,45439.0,0,0.0,4,45439.0,0,0.0,4,45439.0,0,0.0,3,31970.0,0,0.0,4,31970.0,1,54757.0625,8,31970.0,0,0.0,1948,0.0,BANCO,Revolvente,Línea de Crédito,Mensual
300,96,2577,0,2,10313.0,0,0.0,2,10313.0,0,0.0,2,10313.0,0,0.0,2,10313.0,0,0.0,2,10313.0,0,0.0,1,2146.0,0,0.0,1,2146.0,1,849145.375,3,0.0,1,669868.5,2461,1.0,FINANCIERA,Sin Límite Preestablecido,Línea de Crédito,Mensual
301,227,2859,1,2,370800.0,0,0.0,2,370800.0,0,0.0,2,370800.0,0,0.0,2,370800.0,0,0.0,2,370800.0,0,0.0,2,370800.0,0,0.0,2,370800.0,0,0.0,2,370800.0,0,0.0,3454,360.0,TIENDAS,Pagos Fijos,Aparatos - Muebles,Mensual
302,2448,5513,0,17,9321.0,0,0.0,17,9321.0,0,0.0,17,9321.0,0,0.0,17,9321.0,0,0.0,17,9321.0,0,0.0,17,9321.0,0,0.0,14,4929.0,0,0.0,10,2196.0,4,864851.125,3078,12.0,TIENDAS,Pagos Fijos,Aparatos - Muebles,Mensual
303,242,1591,0,8,407742.0,0,0.0,8,407742.0,0,0.0,8,407742.0,0,0.0,8,407742.0,1,4905.0,17,407742.0,2,25174306.9375,8,395124.0,0,0.0,6,376125.0,0,0.0,5,376125.0,3,32317380.875,2010,360.0,FINANCIERA,Pagos Fijos,Préstamo Personal ,Una sola exhibición
304,155,42447,1,11,1085024.0,0,0.0,11,1085024.0,0,0.0,11,1085024.0,0,0.0,11,1085024.0,0,0.0,12,1085024.0,0,0.0,11,989074.0,0,0.0,10,840037.0,0,0.0,12,590883.0,0,0.0,4464,90.0,BANCO,Revolvente,Tarjeta de Crédito,Mensual
